beerName,upc,quantityOnHand,price,categories
Crisp Oak #01660,010000001660,370,7.65,Dubbel;Tripel
Bright Fox #01661,010000001661,284,7.90,Barleywine;Bock;Lager
Wild Wolf #01662,010000001662,252,3.97,Barleywine;Stout
Hoppy Monk #01663,010000001663,24,1.70,Stout;Tripel
Bright Monk #01664,010000001664,87,3.29,Dubbel;Saison
Hoppy Comet #01665,010000001665,132,2.37,Lager
Wild Fox #01666,010000001666,135,8.23,Amber;Porter;Sour
Dry Wolf #01667,010000001667,61,4.07,Kölsch;Porter
Bright Wolf #01668,010000001668,342,3.99,Kölsch;Session IPA
Roasty Rocket #01669,010000001669,164,11.37,Amber;Pilsner
Wild Fox #01670,010000001670,180,12.92,Pilsner;Wheat
Crisp Wolf #01671,010000001671,30,5.84,Wheat
Roasty Oak #01672,010000001672,96,11.47,Tripel
Golden Forge #01673,010000001673,389,12.29,Brown Ale;Gose
Dark Cloud #01674,010000001674,54,4.15,Bock;Dubbel
Roasty Forge #01675,010000001675,262,5.64,Amber;Pilsner;Wheat
Bright Harbor #01676,010000001676,351,7.78,Porter
Roasty Fox #01677,010000001677,381,3.74,Gose;IPA
Dark Rocket #01678,010000001678,14,11.24,Amber;Dubbel;Stout
Juicy Fox #01679,010000001679,181,10.32,Bock;Porter
Juicy Oak #01680,010000001680,260,8.32,Gose
Wild River #01681,010000001681,50,2.49,Brown Ale;Hefeweizen;Wheat
Golden Oak #01682,010000001682,90,7.14,Hefeweizen;NEIPA;Stout
Hoppy Monk #01683,010000001683,490,3.76,Lager;Stout
Hoppy Forge #01684,010000001684,136,6.37,Saison
Crisp Rocket #01685,010000001685,115,9.77,Bock;Pale Ale;Stout
Wild Wolf #01686,010000001686,105,4.99,Brown Ale;Dubbel
Dry Rocket #01687,010000001687,375,1.55,Sour
Juicy Forge #01688,010000001688,244,7.74,Sour;Tripel
Crisp Harbor #01689,010000001689,95,8.29,IPA;Porter;Session IPA
Bright River #01690,010000001690,10,5.12,Pilsner;Sour
Hoppy Forge #01691,010000001691,180,11.19,Session IPA
Golden Wolf #01692,010000001692,56,2.41,Kölsch
Wild Monk #01693,010000001693,268,11.79,Porter;Stout
Crisp Rocket #01694,010000001694,411,8.36,Dubbel;Saison;Session IPA
Wild Wolf #01695,010000001695,129,8.95,Brown Ale;Dubbel;IPA
Smooth Cloud #01696,010000001696,396,11.40,Amber
Juicy Comet #01697,010000001697,75,9.89,Dubbel;Porter
Roasty Comet #01698,010000001698,125,10.31,Pilsner;Wheat
Golden Oak #01699,010000001699,327,3.70,Gose;Saison
Juicy Harbor #01700,010000001700,135,8.63,Bock;Kölsch
Bright Rocket #01701,010000001701,158,5.39,Kölsch
Juicy River #01702,010000001702,427,4.00,Dubbel;Gose;Kölsch
Wild Fox #01703,010000001703,496,1.66,Barleywine;Gose;Porter
Juicy Rocket #01704,010000001704,319,12.92,Brown Ale;Session IPA
Wild Fox #01705,010000001705,409,7.52,Gose
Hoppy Monk #01706,010000001706,144,4.01,Session IPA
Wild Comet #01707,010000001707,220,8.70,Lager
Wild Harbor #01708,010000001708,179,7.29,Amber;Pilsner
Dark Monk #01709,010000001709,221,3.14,Lager;Pale Ale
Roasty River #01710,010000001710,127,9.40,Amber;Bock;Stout
Wild Forge #01711,010000001711,159,5.03,Kölsch;Porter;Tripel
Golden Rocket #01712,010000001712,69,10.01,Barleywine;Brown Ale
Crisp Rocket #01713,010000001713,290,10.93,Bock;Hefeweizen
Crisp Harbor #01714,010000001714,269,10.54,Dubbel;NEIPA
Roasty River #01715,010000001715,218,11.04,Gose;Hefeweizen;IPA
Juicy Comet #01716,010000001716,490,10.11,Porter
Dry Rocket #01717,010000001717,402,6.45,Porter;Saison
Dry Rocket #01718,010000001718,27,9.53,Bock;IPA
Roasty Cloud #01719,010000001719,235,2.60,Lager
Wild Fox #01720,010000001720,170,3.48,Kölsch;Session IPA
Smooth Comet #01721,010000001721,62,11.95,Wheat
Juicy Harbor #01722,010000001722,287,11.63,Pale Ale;Porter
Wild Rocket #01723,010000001723,368,1.62,Barleywine;Stout;Wheat
Crisp Comet #01724,010000001724,78,3.96,Pale Ale
Golden Fox #01725,010000001725,242,1.99,Bock;Lager;Stout
Wild Oak #01726,010000001726,247,5.25,Amber;Saison
Dry Wolf #01727,010000001727,439,4.01,IPA;Porter;Sour
Dark Monk #01728,010000001728,87,11.96,Barleywine;Session IPA
Wild Rocket #01729,010000001729,341,3.53,Amber;Bock;Dubbel
Bright Fox #01730,010000001730,237,10.02,Brown Ale;IPA;Porter
Roasty Fox #01731,010000001731,288,9.46,Kölsch
Wild Comet #01732,010000001732,330,10.59,Dubbel
Dark Wolf #01733,010000001733,451,10.87,IPA;Sour
Smooth Cloud #01734,010000001734,438,11.79,Dubbel;NEIPA
Bright Cloud #01735,010000001735,32,5.06,Dubbel;Kölsch
Smooth Wolf #01736,010000001736,366,4.35,Bock;Brown Ale
Crisp Wolf #01737,010000001737,192,11.15,Kölsch;NEIPA
Juicy Rocket #01738,010000001738,66,8.12,Bock;Kölsch
Crisp Comet #01739,010000001739,15,4.74,Barleywine;Stout
Roasty Wolf #01740,010000001740,165,6.23,Sour;Stout
Bright Oak #01741,010000001741,472,2.80,Barleywine
Wild Fox #01742,010000001742,19,2.98,Dubbel;IPA;Sour
Smooth Fox #01743,010000001743,357,10.69,Kölsch;Porter;Saison
Golden Monk #01744,010000001744,129,11.54,Brown Ale;Pale Ale;Wheat
Dark Oak #01745,010000001745,416,12.31,Kölsch;Pilsner
Hoppy Fox #01746,010000001746,104,2.17,Dubbel;IPA
Bright Forge #01747,010000001747,279,2.96,NEIPA;Sour
Roasty Monk #01748,010000001748,426,5.73,Dubbel;Kölsch;NEIPA
Dry Cloud #01749,010000001749,436,4.31,Gose
Bright Oak #01750,010000001750,447,2.94,Porter
Juicy Rocket #01751,010000001751,51,3.90,Lager;Pale Ale;Saison
Smooth Comet #01752,010000001752,114,7.42,Bock;Dubbel
Crisp Harbor #01753,010000001753,495,7.38,Saison
Dry Monk #01754,010000001754,436,12.09,Bock;Lager
Juicy Fox #01755,010000001755,298,11.13,IPA;Lager
Smooth Oak #01756,010000001756,133,5.59,Lager;Porter
Golden Cloud #01757,010000001757,418,8.24,Pale Ale
Roasty Fox #01758,010000001758,412,2.21,Hefeweizen;Pilsner
Dry Forge #01759,010000001759,475,3.14,Amber;Lager;Porter
Crisp Comet #01760,010000001760,254,11.88,Dubbel;Hefeweizen
Roasty Rocket #01761,010000001761,400,6.15,Lager
Hoppy Monk #01762,010000001762,273,9.25,Saison
Roasty Comet #01763,010000001763,198,9.21,Barleywine;Hefeweizen
Juicy Harbor #01764,010000001764,59,10.45,Barleywine
Smooth River #01765,010000001765,99,8.51,Kölsch;Lager;Pale Ale
Crisp Forge #01766,010000001766,5,6.14,Kölsch;Lager;Saison
Hoppy Monk #01767,010000001767,416,2.65,Lager
Dark Wolf #01768,010000001768,92,7.27,Tripel
Smooth Forge #01769,010000001769,335,6.49,Bock;Porter
Roasty Fox #01770,010000001770,336,3.06,Amber
Juicy Monk #01771,010000001771,253,8.80,Brown Ale;Gose
Smooth Cloud #01772,010000001772,149,6.49,Saison;Tripel
Juicy Fox #01773,010000001773,27,8.58,Amber;Barleywine;Session IPA
Crisp Monk #01774,010000001774,466,4.29,Brown Ale;Saison
Golden Fox #01775,010000001775,190,4.39,Pale Ale
Roasty Wolf #01776,010000001776,487,3.82,Session IPA
Hoppy Rocket #01777,010000001777,142,9.35,Lager;Pilsner
Wild Forge #01778,010000001778,196,11.63,Bock
Bright Wolf #01779,010000001779,22,6.08,Bock;Sour
Bright Cloud #01780,010000001780,26,7.73,Saison
Smooth Comet #01781,010000001781,465,8.37,Kölsch;Wheat
Hoppy River #01782,010000001782,371,10.37,Lager;Saison;Stout
Bright Rocket #01783,010000001783,439,12.44,Hefeweizen;Kölsch;NEIPA
Wild Harbor #01784,010000001784,491,9.29,IPA;Pale Ale;Porter
Wild Rocket #01785,010000001785,43,6.60,Kölsch;Tripel
Bright Comet #01786,010000001786,315,7.10,Amber;Barleywine
Dry Comet #01787,010000001787,63,7.77,Amber;Sour
Roasty Wolf #01788,010000001788,8,10.49,Gose
Hoppy River #01789,010000001789,245,12.88,Hefeweizen;Lager
Dry Fox #01790,010000001790,141,12.78,Gose;Pilsner
Dark Rocket #01791,010000001791,392,7.14,Porter;Session IPA
Golden Harbor #01792,010000001792,75,2.50,Lager;Stout
Dark Cloud #01793,010000001793,440,10.50,Lager;Saison
Golden Comet #01794,010000001794,487,6.79,Dubbel;IPA
Juicy Comet #01795,010000001795,307,6.29,Pilsner;Stout
Juicy Wolf #01796,010000001796,57,11.95,Pale Ale
Golden River #01797,010000001797,292,9.09,Brown Ale;Hefeweizen;Pilsner
Dark Comet #01798,010000001798,167,8.86,Dubbel;Hefeweizen
Roasty Rocket #01799,010000001799,318,2.12,Dubbel;Lager
Wild Harbor #01800,010000001800,466,2.01,Barleywine
Golden River #01801,010000001801,261,11.89,Bock;Wheat
Dry Comet #01802,010000001802,336,4.56,Barleywine;Pale Ale;Pilsner
Dry Cloud #01803,010000001803,294,12.71,NEIPA;Saison;Stout
Hoppy Forge #01804,010000001804,241,12.23,Amber;Tripel;Wheat
Dry Rocket #01805,010000001805,466,6.48,Dubbel;Pale Ale
Golden Wolf #01806,010000001806,161,3.85,Gose;Hefeweizen
Smooth Fox #01807,010000001807,180,12.96,Dubbel
Roasty Forge #01808,010000001808,117,10.68,Kölsch;Pale Ale;Porter
Juicy Monk #01809,010000001809,397,9.83,Amber;Barleywine
Wild River #01810,010000001810,160,3.90,Hefeweizen
Bright Cloud #01811,010000001811,75,11.61,Gose;Sour
Hoppy Harbor #01812,010000001812,61,10.06,Saison;Session IPA
Crisp Harbor #01813,010000001813,445,2.18,IPA;Pilsner;Sour
Dark Cloud #01814,010000001814,443,12.33,Dubbel;Hefeweizen;Porter
Bright Cloud #01815,010000001815,123,7.49,Tripel
Smooth Forge #01816,010000001816,311,3.69,Pilsner
Smooth Wolf #01817,010000001817,466,9.86,Brown Ale;Hefeweizen;Session IPA
Dark Harbor #01818,010000001818,370,11.92,Porter
Hoppy Forge #01819,010000001819,303,9.06,Bock;Gose;Tripel
Dark Cloud #01820,010000001820,369,7.21,Pale Ale
Wild Wolf #01821,010000001821,174,2.47,Bock;Brown Ale;Tripel
Smooth Harbor #01822,010000001822,488,4.42,Wheat
Bright Cloud #01823,010000001823,142,7.92,Dubbel
Wild Harbor #01824,010000001824,60,7.38,Gose;Session IPA
Golden Harbor #01825,010000001825,147,6.80,Pale Ale
Wild Harbor #01826,010000001826,49,5.72,IPA;Lager
Juicy Cloud #01827,010000001827,409,5.48,Session IPA
Hoppy River #01828,010000001828,104,7.26,Gose;NEIPA;Porter
Roasty Rocket #01829,010000001829,470,3.73,Gose
Bright Wolf #01830,010000001830,134,3.26,Amber;Stout
Smooth Fox #01831,010000001831,381,6.04,Tripel
Dark Cloud #01832,010000001832,171,7.14,NEIPA;Pilsner;Tripel
Hoppy Oak #01833,010000001833,51,12.16,Saison;Wheat
Hoppy Comet #01834,010000001834,125,4.29,Amber;Pale Ale;Wheat
Roasty Harbor #01835,010000001835,248,5.32,Brown Ale;Porter;Wheat
Crisp Cloud #01836,010000001836,438,5.87,Hefeweizen
Crisp Wolf #01837,010000001837,285,5.76,Hefeweizen;Lager
Wild Forge #01838,010000001838,194,6.29,NEIPA;Session IPA
Dark Rocket #01839,010000001839,430,6.23,Barleywine;Session IPA
Bright Forge #01840,010000001840,182,12.61,Brown Ale;Pale Ale;Stout
Crisp Rocket #01841,010000001841,214,10.64,Hefeweizen;Pale Ale
Crisp Harbor #01842,010000001842,237,8.02,Dubbel
Bright Harbor #01843,010000001843,396,11.39,Barleywine;Hefeweizen;Pale Ale
Hoppy Rocket #01844,010000001844,137,11.88,Hefeweizen;Lager
Juicy River #01845,010000001845,133,7.99,Bock;Gose;Hefeweizen
Bright Rocket #01846,010000001846,467,2.60,Pale Ale;Session IPA
Smooth Comet #01847,010000001847,157,10.65,Kölsch;Pale Ale;Sour
Juicy Monk #01848,010000001848,399,3.74,Porter;Saison
Hoppy Comet #01849,010000001849,410,9.25,Tripel
Smooth Cloud #01850,010000001850,32,2.49,Dubbel;Saison
Golden Harbor #01851,010000001851,429,12.46,Brown Ale;Pale Ale;Sour
Smooth River #01852,010000001852,211,5.90,IPA;Lager
Hoppy Cloud #01853,010000001853,52,11.76,Lager;Session IPA;Sour
Wild Rocket #01854,010000001854,12,6.20,Amber;Lager
Crisp Oak #01855,010000001855,335,9.69,Amber;Pilsner
Crisp Fox #01856,010000001856,258,9.99,IPA
Juicy Forge #01857,010000001857,470,4.59,Kölsch
Bright Monk #01858,010000001858,425,7.88,Hefeweizen;NEIPA
Hoppy Rocket #01859,010000001859,140,10.88,Amber;Stout
Dry Wolf #01860,010000001860,192,7.45,Hefeweizen;Pale Ale;Pilsner
Juicy Rocket #01861,010000001861,247,7.31,Bock;IPA
Roasty Oak #01862,010000001862,487,9.12,Gose
Golden Forge #01863,010000001863,499,1.99,Dubbel;Gose;Pale Ale
Roasty Forge #01864,010000001864,55,7.85,Pilsner;Porter
Crisp Cloud #01865,010000001865,86,5.74,Kölsch;Pale Ale;Pilsner
Dark Oak #01866,010000001866,315,11.18,Lager;Session IPA
Wild Oak #01867,010000001867,159,8.40,Lager;Tripel
Dry Forge #01868,010000001868,208,1.60,Saison;Wheat
Roasty Cloud #01869,010000001869,255,7.90,Gose;Tripel
Roasty Cloud #01870,010000001870,284,3.15,Hefeweizen
Crisp Oak #01871,010000001871,65,1.76,NEIPA;Stout
Dark Monk #01872,010000001872,224,3.81,Hefeweizen
Roasty Harbor #01873,010000001873,320,12.23,Hefeweizen;Porter;Saison
Bright Comet #01874,010000001874,151,3.89,Amber;Brown Ale;NEIPA
Smooth Forge #01875,010000001875,455,9.10,Brown Ale;Porter
Juicy Monk #01876,010000001876,411,9.09,Gose;Session IPA
Golden River #01877,010000001877,474,4.26,NEIPA;Session IPA
Hoppy River #01878,010000001878,213,5.16,Pilsner;Session IPA
Hoppy Rocket #01879,010000001879,359,5.33,Saison;Stout
Roasty River #01880,010000001880,48,2.74,Barleywine;Pilsner;Sour
Smooth Cloud #01881,010000001881,452,6.11,IPA;Wheat
Wild Rocket #01882,010000001882,420,10.21,Bock;Dubbel
Wild Cloud #01883,010000001883,277,5.63,Kölsch
Dark Fox #01884,010000001884,374,5.92,Amber;Sour
Dry Fox #01885,010000001885,64,12.18,Amber;Kölsch;Tripel
Dry Wolf #01886,010000001886,107,4.93,Pale Ale
Golden Fox #01887,010000001887,475,4.49,Session IPA;Sour
Hoppy River #01888,010000001888,39,2.55,Gose;NEIPA
Bright Wolf #01889,010000001889,167,7.68,Pale Ale
Juicy Oak #01890,010000001890,193,9.38,Brown Ale;Dubbel;NEIPA
Smooth Cloud #01891,010000001891,40,5.87,Amber;Porter
Bright Cloud #01892,010000001892,226,11.52,Saison;Stout
Bright River #01893,010000001893,91,2.00,Dubbel;Gose
Bright Monk #01894,010000001894,315,12.95,Bock;Dubbel
Dark Comet #01895,010000001895,100,10.54,NEIPA;Wheat
Hoppy Forge #01896,010000001896,158,8.21,Dubbel
Wild Cloud #01897,010000001897,471,1.75,Amber;Lager
Roasty Oak #01898,010000001898,22,6.67,Kölsch;Lager
Hoppy Wolf #01899,010000001899,311,10.79,Saison;Session IPA;Sour
Crisp Comet #01900,010000001900,189,2.08,Porter;Sour
Crisp Oak #01901,010000001901,427,3.93,Gose
Hoppy River #01902,010000001902,49,12.63,IPA;Wheat
Smooth River #01903,010000001903,459,4.95,IPA;NEIPA
Bright Oak #01904,010000001904,428,2.74,Wheat
Juicy Harbor #01905,010000001905,373,6.95,Sour
Roasty Comet #01906,010000001906,141,5.55,Brown Ale;IPA;Sour
Wild Cloud #01907,010000001907,179,3.90,Gose;Kölsch
Crisp Forge #01908,010000001908,476,10.97,Stout
Crisp Harbor #01909,010000001909,373,3.25,Kölsch;Tripel
Hoppy Harbor #01910,010000001910,403,1.70,Dubbel;Gose
Crisp Monk #01911,010000001911,157,5.40,Brown Ale;Lager
Bright Rocket #01912,010000001912,91,7.20,Kölsch;Tripel
Bright Monk #01913,010000001913,427,5.34,Sour;Wheat
Wild Rocket #01914,010000001914,357,10.49,Pilsner;Session IPA
Smooth Forge #01915,010000001915,186,8.63,Bock;Lager;Sour
Dark Cloud #01916,010000001916,291,5.80,Brown Ale;Dubbel;Wheat
Smooth Cloud #01917,010000001917,282,6.99,NEIPA
Golden Rocket #01918,010000001918,111,11.06,Lager;Stout
Juicy Harbor #01919,010000001919,243,4.35,Dubbel;Kölsch;Tripel
Dry Oak #01920,010000001920,337,2.18,Dubbel;Stout
Hoppy Harbor #01921,010000001921,215,11.22,Stout;Tripel
Dark River #01922,010000001922,156,4.82,IPA;Saison;Sour
Roasty Forge #01923,010000001923,233,10.39,Amber;Pale Ale;Session IPA
Smooth Forge #01924,010000001924,172,11.37,Brown Ale;Lager;Pale Ale
Juicy Fox #01925,010000001925,215,10.21,Bock;Kölsch
Dry Comet #01926,010000001926,83,11.97,Brown Ale;NEIPA
Golden Forge #01927,010000001927,384,4.34,Lager;Tripel
Crisp Rocket #01928,010000001928,405,4.38,Bock;Gose
Dark Wolf #01929,010000001929,0,4.51,Brown Ale;Sour
Wild Fox #01930,010000001930,94,6.32,Hefeweizen;Pilsner
Golden Harbor #01931,010000001931,350,12.86,IPA;Session IPA
Dark River #01932,010000001932,51,11.13,Bock;Session IPA;Wheat
Roasty Monk #01933,010000001933,390,3.45,Barleywine;Porter;Tripel
Bright River #01934,010000001934,459,7.28,Barleywine;Bock;Saison
Crisp River #01935,010000001935,250,2.04,Barleywine;Sour
Golden River #01936,010000001936,185,8.45,Barleywine
Dry Oak #01937,010000001937,468,3.07,Porter;Session IPA
Golden Comet #01938,010000001938,108,7.67,Bock;Pilsner;Tripel
Dark Oak #01939,010000001939,77,7.32,Bock;Session IPA
Hoppy Rocket #01940,010000001940,490,10.12,Bock;Sour
Juicy Fox #01941,010000001941,238,3.18,Bock;Stout
Hoppy Harbor #01942,010000001942,163,4.12,Gose;IPA;Session IPA
Bright Oak #01943,010000001943,394,2.60,Amber;Hefeweizen
Crisp Forge #01944,010000001944,413,10.71,Session IPA;Tripel
Juicy River #01945,010000001945,57,5.15,Bock;Pilsner;Saison
Dark Comet #01946,010000001946,172,6.77,Gose;NEIPA
Bright Comet #01947,010000001947,237,7.25,Stout
Roasty Wolf #01948,010000001948,187,2.51,Amber;Hefeweizen
Smooth Rocket #01949,010000001949,392,1.97,Brown Ale;Sour
Smooth Oak #01950,010000001950,8,10.63,Brown Ale;Lager
Dry Fox #01951,010000001951,182,2.23,Pale Ale;Pilsner;Sour
Juicy Fox #01952,010000001952,64,4.45,Amber;Dubbel;Hefeweizen
Roasty Forge #01953,010000001953,124,12.21,Lager;Pilsner;Tripel
Smooth Comet #01954,010000001954,75,3.56,NEIPA;Pilsner;Tripel
Wild Oak #01955,010000001955,205,1.94,Amber;Pilsner
Bright Fox #01956,010000001956,406,5.41,Brown Ale;NEIPA
Juicy Monk #01957,010000001957,355,2.49,Kölsch;Session IPA
Golden Oak #01958,010000001958,140,5.29,Lager;NEIPA
Dry Oak #01959,010000001959,465,5.20,Amber;IPA
Bright Monk #01960,010000001960,9,9.97,Amber;Barleywine
Roasty Forge #01961,010000001961,404,8.00,Pale Ale
Golden Comet #01962,010000001962,363,8.13,Brown Ale;Pilsner
Dry Wolf #01963,010000001963,301,10.10,Bock;Saison
Roasty Cloud #01964,010000001964,6,8.51,Dubbel;Tripel
Roasty Harbor #01965,010000001965,236,11.70,Saison;Sour
Bright Rocket #01966,010000001966,206,2.15,Session IPA
Juicy River #01967,010000001967,42,5.74,Barleywine;Brown Ale
Smooth Wolf #01968,010000001968,345,11.06,Porter
Dry Forge #01969,010000001969,85,8.69,Brown Ale;Hefeweizen;IPA
Juicy Wolf #01970,010000001970,120,9.17,Bock;Stout
Crisp Oak #01971,010000001971,111,5.81,Kölsch
Wild Harbor #01972,010000001972,442,4.74,Dubbel;Hefeweizen;Saison
Golden Oak #01973,010000001973,461,7.20,Dubbel;Stout
Smooth Cloud #01974,010000001974,274,12.39,Bock;Pale Ale;Session IPA
Roasty Rocket #01975,010000001975,422,10.69,Bock;Sour
Wild Comet #01976,010000001976,272,8.33,Bock;Sour;Stout
Dry Oak #01977,010000001977,498,10.05,IPA;Pale Ale;Wheat
Dark Forge #01978,010000001978,317,11.79,Barleywine
Dry Oak #01979,010000001979,484,1.95,Barleywine;Pale Ale
Dark Forge #01980,010000001980,320,11.15,Dubbel
Hoppy Forge #01981,010000001981,452,9.46,Gose;Sour
Smooth Monk #01982,010000001982,89,11.16,Porter;Tripel
Wild Fox #01983,010000001983,457,2.12,Gose;Kölsch
Roasty Monk #01984,010000001984,350,10.57,Gose;Sour
Juicy Fox #01985,010000001985,411,8.27,Gose;Pale Ale
Crisp Comet #01986,010000001986,383,2.15,Bock;NEIPA;Session IPA
Crisp Oak #01987,010000001987,490,6.81,Barleywine
Juicy Comet #01988,010000001988,224,11.33,Brown Ale
Bright Comet #01989,010000001989,186,9.67,Hefeweizen;Kölsch;Stout
Dark Rocket #01990,010000001990,388,3.77,Dubbel;Hefeweizen
Smooth Harbor #01991,010000001991,467,6.46,Amber;Stout;Wheat
Smooth Fox #01992,010000001992,234,11.55,Amber;Tripel
Wild Wolf #01993,010000001993,169,10.71,Amber;Kölsch
Dry Comet #01994,010000001994,389,4.35,Brown Ale;NEIPA
Hoppy Monk #01995,010000001995,450,9.08,Barleywine;Brown Ale
Dark Forge #01996,010000001996,324,7.73,Brown Ale;Gose;Porter
Dark Harbor #01997,010000001997,311,7.47,Amber;IPA;Pale Ale
Golden Forge #01998,010000001998,155,4.52,Amber
Smooth Cloud #01999,010000001999,381,12.07,Dubbel;Session IPA;Sour
Dark Forge #02000,010000002000,436,11.75,Dubbel;NEIPA
Bright Wolf #02001,010000002001,331,4.95,Bock;Session IPA;Sour
Hoppy Fox #02002,010000002002,175,6.09,Pale Ale;Wheat
Dark Rocket #02003,010000002003,311,3.93,Dubbel;Session IPA
Roasty Forge #02004,010000002004,467,1.73,Dubbel;Wheat
Hoppy Oak #02005,010000002005,320,3.51,NEIPA;Pilsner
Wild Cloud #02006,010000002006,492,12.44,Lager
Roasty Forge #02007,010000002007,267,6.56,Amber;Sour
Golden Monk #02008,010000002008,353,10.83,Amber;Lager
Juicy Rocket #02009,010000002009,46,5.38,Porter
Juicy Rocket #02010,010000002010,31,5.74,Kölsch;Pale Ale
Dry Wolf #02011,010000002011,237,3.50,Tripel
Crisp Monk #02012,010000002012,244,3.87,Pilsner;Session IPA;Wheat
Crisp Cloud #02013,010000002013,301,5.89,Brown Ale;IPA;Kölsch
Dry Oak #02014,010000002014,440,3.77,Gose;Kölsch;Wheat
Hoppy Rocket #02015,010000002015,386,9.82,Session IPA;Sour
Smooth Cloud #02016,010000002016,247,12.02,Amber;Brown Ale
Juicy Monk #02017,010000002017,174,7.12,Gose;Stout
Dark Wolf #02018,010000002018,3,8.02,Kölsch;Session IPA;Sour
Crisp Oak #02019,010000002019,344,7.72,Gose
Smooth Cloud #02020,010000002020,421,5.23,Pale Ale;Stout
Golden Rocket #02021,010000002021,256,7.74,NEIPA;Session IPA
Crisp Rocket #02022,010000002022,474,5.79,Sour;Tripel
Golden Oak #02023,010000002023,402,5.00,Barleywine;Sour
Smooth Cloud #02024,010000002024,242,10.02,Amber;Pale Ale
Roasty Rocket #02025,010000002025,189,4.45,Dubbel;Tripel
Smooth Wolf #02026,010000002026,157,10.20,Bock;Hefeweizen;IPA
Hoppy Oak #02027,010000002027,181,4.35,Amber;IPA;Wheat
Golden Rocket #02028,010000002028,150,9.13,Tripel
Bright Oak #02029,010000002029,166,12.91,NEIPA;Wheat
Roasty Rocket #02030,010000002030,54,3.01,Sour;Tripel
Roasty Forge #02031,010000002031,240,2.43,Amber;Pale Ale;Session IPA
Dry Forge #02032,010000002032,192,2.70,Lager
Smooth Rocket #02033,010000002033,275,9.05,Brown Ale;Session IPA;Stout
Dark Fox #02034,010000002034,166,9.96,Kölsch;Porter
Wild Forge #02035,010000002035,102,12.99,Gose
Golden River #02036,010000002036,293,12.68,NEIPA;Saison
Wild Comet #02037,010000002037,71,2.88,Dubbel;Gose
Golden Harbor #02038,010000002038,164,11.08,Dubbel;Gose
Smooth Monk #02039,010000002039,346,6.79,Barleywine;IPA
Dark Fox #02040,010000002040,328,9.90,Bock;Lager;Session IPA
